INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=9328;StartDate=2017.01.13,20:20;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2020_faLog.txt
INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=9328;StartDate=2017.01.13,20:20;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2020_faLog.txt
EXIT PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=0.4;Time=1461
ENTER PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;Time=1461
SCORE ScoreDiff=1;PlayerName=H|USMC florianmehne;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=fh1_25mmaa;PlayerPos=9.958,68.435,-88.167;Time=1464;Scoretype=kills
KILL;AttackerName=H|USMC florianmehne;AttackerTeam=2;AttackerPos=9.958,68.435,-88.167;VictimName=2IG|18 DTBG;VictimTeam=1;VictimPos=23.260,66.935,-64.751;VictimKit=JP_Engineer_type93;VictimVehicle=fh1_25mmaa;AttackerKit=UP_Scout;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel2;Time=1464
EXIT PlayerName=2IG|18 DTBG;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=314.8;Time=1464
ENTER PlayerName=[F|H] SturmFlim13;PlayerTeam=1;VehicleName=type95_hago;Time=1466
SCORE ScoreDiff=1;PlayerName=2IG[24 slav_on_13;PlayerTeam=1;PlayerKit=JP_LMG_Limited;PlayerVehicle=type95_hago;PlayerPos=33.644,69.121,-64.353;Time=1470;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=24.149,69.508,-89.923;Time=1470;Scoretype=Unknown
KILL;AttackerName=2IG[24 slav_on_13;AttackerTeam=1;AttackerPos=33.644,69.121,-64.353;VictimName=H|USMC florianmehne;VictimTeam=2;VictimPos=9.958,68.435,-88.167;VictimKit=UP_Scout;VictimVehicle=fh1_25mmaa;AttackerKit=JP_LMG_Limited;AttackerVehicle=type95_hago;AttackerWeapon=type95_hago_barrel;Time=1470
EXIT PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=fh1_25mmaa;VehicleTime=10.8;Time=1470
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-36.054,68.733,-82.864;Time=1472;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=23.837,68.923,-89.330;Time=1472;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-36.054,68.733,-82.864;VictimName=1[1MD] HochuDeutschmeis;VictimTeam=2;VictimPos=-44.153,69.471,-96.205;VictimKit=UP_Engineer;VictimVehicle=up_cpl;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1472
EXIT PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=lcvp;VehicleTime=58.5;Time=1472
ENTER PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=lcvp;Time=1472
EXIT PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=11.8;Time=1473
ENTER PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;Time=1473
ENTER PlayerName=24[2IG [24th][2IG]~Goda;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=1474
SCORE ScoreDiff=1;PlayerName= [F|H]Papillon;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=lcvp;PlayerPos=-32.768,65.204,-6.112;Time=1474;Scoretype=kills
KILL;AttackerName= [F|H]Papillon;AttackerTeam=2;AttackerPos=-32.768,65.204,-6.112;VictimName=2IG|15 papa@FH2;VictimTeam=1;VictimPos=-31.604,66.356,-26.788;VictimKit=JP_PickUpFlamethrower;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=lcvp;AttackerWeapon=30cal_notracer;Time=1474
SCORE ScoreDiff=3;PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=1475;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=22.405,67.866,-89.401;Time=1475;Scoretype=Unknown
KILL;AttackerName=2IG|15 GABBOTTO;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName=7USMC michaelau999;VictimTeam=2;VictimPos=-26.563,69.547,-92.514;VictimKit=UP_Scout;VictimVehicle=m4a3;AttackerKit=JP_Engineer_type93;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_cannon;Time=1475
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=m4a3;VehicleTime=245.2;Time=1475
EXIT PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=lcvp;VehicleTime=3.0;Time=1475
EXIT PlayerName=[F|H] SturmFlim13;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=17.1;Time=1483
ENTER PlayerName=[F|H] SturmFlim13;PlayerTeam=1;VehicleName=type95_hago;Time=1483
EXIT PlayerName=1|USMC Dreloc;PlayerTeam=2;VehicleName=m3a1_stuart_pacific;VehicleTime=37.0;Time=1483
EXIT PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=10.2;Time=1483
ENTER PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;Time=1483
EXIT PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=0.7;Time=1484
ENTER PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;Time=1484
ENTER PlayerName=1|USMC Dreloc;PlayerTeam=2;VehicleName=m3a1_stuart_pacific;Time=1486
EXIT PlayerName=[F|H] SturmFlim13;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=3.1;Time=1486
ENTER PlayerName=[F|H] SturmFlim13;PlayerTeam=1;VehicleName=type95_hago;Time=1486
SCORE ScoreDiff=1;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=lvt-4;PlayerPos=-59.573,65.119,-19.865;Time=1486;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7|USMC Spieler4;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=lvt-4;PlayerPos=-59.573,65.119,-19.865;Time=1486;Scoretype=Unknown
KILL;AttackerName=7USMC -Kwiot-;AttackerTeam=2;AttackerPos=-59.573,65.119,-19.865;VictimName=2IG|15 GABBOTTO;VictimTeam=1;VictimPos=-33.085,66.875,-47.362;VictimKit=JP_Engineer_type93;VictimVehicle=75mmdp;AttackerKit=UP_Scout;AttackerVehicle=lvt-4;AttackerWeapon=hmg_m2hb;Time=1486
EXIT PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=75mmdp;VehicleTime=49.5;Time=1486
ENTER PlayerName=2IG|15 The_Spine;PlayerTeam=1;VehicleName=75mmdp;Time=1488
EXIT PlayerName=1|USMC Dreloc;PlayerTeam=2;VehicleName=m3a1_stuart_pacific;VehicleTime=4.0;Time=1490
SCORE ScoreDiff=1;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=lvt-4;PlayerPos=-54.927,65.118,-19.905;Time=1490;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7|USMC Spieler4;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=lvt-4;PlayerPos=-54.927,65.118,-19.905;Time=1490;Scoretype=Unknown
KILL;AttackerName=7USMC -Kwiot-;AttackerTeam=2;AttackerPos=-54.927,65.118,-19.905;VictimName=2IGI18 luacha2000;VictimTeam=1;VictimPos=-29.033,69.139,-38.634;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=lvt-4;AttackerWeapon=hmg_m2hb;Time=1490
SCORE ScoreDiff=1;PlayerName=2IG|15 Xant;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-23.599,68.935,-25.552;Time=1490;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=13.944,68.587,-91.661;Time=1490;Scoretype=Unknown
KILL;AttackerName=2IG|15 Xant;AttackerTeam=1;AttackerPos=-23.599,68.935,-25.552;VictimName= [F|H]Papillon;VictimTeam=2;VictimPos=-25.327,65.361,-13.824;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=JP_Engineer_type93;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1490
SCORE ScoreDiff=1;PlayerName= [F|H]Papillon;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=up_pvt;PlayerPos=-25.355,64.756,-13.811;Time=1490;Scoretype=kills
KILL;AttackerName= [F|H]Papillon;AttackerTeam=2;AttackerPos=-25.355,64.756,-13.811;VictimName=2IG|15 Xant;VictimTeam=1;VictimPos=-23.599,68.935,-25.552;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=up_pvt;AttackerWeapon=m1garand;Time=1490
ENTER PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=lcvp;Time=1492
SCORE ScoreDiff=-4;PlayerName=2IG|18 DanielNL;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=type97_chiha;PlayerPos=13.164,67.876,-100.832;Time=1492;Scoretype=TKs
KILL;AttackerName=2IG|18 DanielNL;AttackerTeam=1;AttackerPos=13.164,67.876,-100.832;VictimName=2IG|18 R4yderPSG;VictimTeam=1;VictimPos=11.150,67.501,-106.725;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=JP_Engineer_type93;AttackerVehicle=type97_chiha;AttackerWeapon=Coaxial_MG34_Cam3;Time=1492
EXIT PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.4;Time=1493
SCORE ScoreDiff=1;PlayerName=1|USMC Dreloc;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=up_pvt;PlayerPos=11.172,67.165,-107.585;Time=1494;Scoretype=kills
KILL;AttackerName=1|USMC Dreloc;AttackerTeam=2;AttackerPos=11.172,67.165,-107.585;VictimName=2IG|24 Vlasov;VictimTeam=1;VictimPos=19.444,67.542,-101.306;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=up_pvt;AttackerWeapon=m1garand;Time=1494
SCORE ScoreDiff=1;PlayerName=2IG|15 BamBam_55;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-36.025,68.277,-101.532;Time=1494;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=11.005,68.587,-91.333;Time=1494;Scoretype=Unknown
KILL;AttackerName=2IG|15 BamBam_55;AttackerTeam=1;AttackerPos=-36.025,68.277,-101.532;VictimName=1[1MD] HochuDeutschmeis;VictimTeam=2;VictimPos=-36.573,68.277,-103.080;VictimKit=UP_Engineer;VictimVehicle=up_cpl;AttackerKit=JP_Engineer_type93;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1494
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=1495;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=10.452,68.587,-91.326;Time=1495;Scoretype=Unknown
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName=7|USMC Spieler4;VictimTeam=2;VictimPos=-46.527,65.214,-22.160;VictimKit=UP_RifleAssault;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_cannon;Time=1495
EXIT PlayerName=7|USMC Spieler4;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=109.1;Time=1495
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=1495;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=10.452,68.587,-91.326;Time=1495;Scoretype=Unknown
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-33.085,66.875,-47.362;VictimName=7USMC -Kwiot-;VictimTeam=2;VictimPos=-46.527,65.214,-22.160;VictimKit=UP_Scout;VictimVehicle=lvt-4;AttackerKit=JP_Engineer_type93;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_cannon;Time=1495
EXIT PlayerName=7USMC -Kwiot-;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=11.0;Time=1495
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-36.476,68.690,-81.600;Time=1495;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=10.413,68.587,-91.324;Time=1495;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-36.476,68.690,-81.600;VictimName=5|USMC pr0z4c;VictimTeam=2;VictimPos=-36.879,68.659,-71.538;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=up_cpl;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1495
EXIT PlayerName=2IG|15 The_Spine;PlayerTeam=1;VehicleName=75mmdp;VehicleTime=7.3;Time=1496
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=m3a1_stuart_pacific;Time=1496
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=m3a1_stuart_pacific;PlayerPos=10.213,67.773,-106.918;Time=1499;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=10.213,67.773,-106.918;VictimName=2IG|18 GGarrido;VictimTeam=1;VictimPos=11.785,67.757,-106.133;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=m3a1_stuart_pacific;AttackerWeapon=Coaxial_Cal30_Cam3;Time=1499
SCORE ScoreDiff=1;PlayerName=1|USMC Seng711;PlayerTeam=2;PlayerKit=UW_PickUpFlamethrower;PlayerVehicle=up_pvt;PlayerPos=9.983,68.585,-92.037;Time=1500;Scoretype=kills
KILL;AttackerName=1|USMC Seng711;AttackerTeam=2;AttackerPos=9.983,68.585,-92.037;VictimName= 2IG|HQSir_Kows;VictimTeam=1;VictimPos=10.041,68.575,-95.660;VictimKit=JP_Antitank_turtlemine;VictimVehicle=jp_rilfe_khaki;AttackerKit=UW_PickUpFlamethrower;AttackerVehicle=up_pvt;AttackerWeapon=flamethrowerm1a1;Time=1500
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-36.051,68.733,-82.864;Time=1502;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=10.041,68.575,-95.660;Time=1502;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-36.051,68.733,-82.864;VictimName=7USMC michaelau999;VictimTeam=2;VictimPos=-41.245,69.315,-97.023;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1502
SCORE ScoreDiff=1;PlayerName=2IGI18 Taran121;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=jp_rilfe_khaki;PlayerPos=16.015,68.500,-91.864;Time=1502;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=10.041,68.575,-95.660;Time=1502;Scoretype=Unknown
KILL;AttackerName=2IGI18 Taran121;AttackerTeam=1;AttackerPos=16.015,68.500,-91.864;VictimName=1IUSMC Haraldt;VictimTeam=2;VictimPos=12.806,68.082,-100.834;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=up_cpl;AttackerKit=jp_Scout;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1502
ENTER PlayerName=2IG|18 DTBG;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=1502
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=m3a1_stuart_pacific;PlayerPos=10.580,67.727,-106.804;Time=1504;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=10.580,67.727,-106.804;VictimName=24[2IG [24th][2IG]~Goda;VictimTeam=1;VictimPos=25.444,67.114,-97.215;VictimKit=jp_RifleAssault;VictimVehicle=fh1_25mmaa;AttackerKit=UP_Scout;AttackerVehicle=m3a1_stuart_pacific;AttackerWeapon=M3A1_Stuart_Pacific_MainGun;Time=1504
EXIT PlayerName=24[2IG [24th][2IG]~Goda;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=30.0;Time=1504
ENTER PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=lcvp;Time=1506
SCORE ScoreDiff=1;PlayerName=1IUSMC Haraldt;PlayerTeam=2;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=12.767,67.275,-100.757;Time=1507;Scoretype=kills
KILL;AttackerName=1IUSMC Haraldt;AttackerTeam=2;AttackerPos=12.767,67.275,-100.757;VictimName=2IG|18 DanielNL;VictimTeam=1;VictimPos=13.053,67.849,-100.408;VictimKit=JP_Engineer_type93;VictimVehicle=type97_chiha;AttackerKit=Unknown;AttackerVehicle=MultiPlayerFreeCamera;AttackerWeapon=compob;Time=1507
EXIT PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;VehicleTime=438.3;Time=1507
SCORE ScoreDiff=1;PlayerName=1|USMC Seng711;PlayerTeam=2;PlayerKit=UW_PickUpFlamethrower;PlayerVehicle=up_pvt;PlayerPos=14.287,68.595,-91.489;Time=1508;Scoretype=kills
KILL;AttackerName=1|USMC Seng711;AttackerTeam=2;AttackerPos=14.287,68.595,-91.489;VictimName=2IGI18 Taran121;VictimTeam=1;VictimPos=15.980,68.515,-91.861;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=UW_PickUpFlamethrower;AttackerVehicle=up_pvt;AttackerWeapon=flamethrowerm1a1;Time=1508
EXIT PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=lcvp;VehicleTime=2.4;Time=1508
SCORE ScoreDiff=1;PlayerName=2IG|24 Vlasov;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=33.407,69.114,-103.354;Time=1511;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=10.041,68.575,-95.660;Time=1511;Scoretype=Unknown
KILL;AttackerName=2IG|24 Vlasov;AttackerTeam=1;AttackerPos=33.407,69.114,-103.354;VictimName=1|USMC Dreloc;VictimTeam=2;VictimPos=26.826,65.843,-108.721;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=JP_Antitank_turtlemine;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type100;Time=1511
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-35.975,68.733,-82.855;Time=1512;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=10.041,68.575,-95.660;Time=1512;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-35.975,68.733,-82.855;VictimName=7|USMC Spieler4;VictimTeam=2;VictimPos=-40.553,68.993,-93.104;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1512
SCORE ScoreDiff=-4;PlayerName=1|USMC KarlGeorg;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-123.585,68.040,184.666;Time=1512;Scoretype=TKs
KILL;AttackerName=1|USMC KarlGeorg;AttackerTeam=2;AttackerPos=-123.585,68.040,184.666;VictimName=H|USMC florianmehne;VictimTeam=2;VictimPos=-28.868,70.611,-29.010;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=UP_Scout;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_alt_GunBarrel;Time=1512
SCORE ScoreDiff=1;PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;PlayerKit=UP_Engineer;PlayerVehicle=f4u1a_corsair;PlayerPos=78.462,146.844,-89.479;Time=1515;Scoretype=kills
KILL;AttackerName=5|USMC GENERAL_HUN;AttackerTeam=2;AttackerPos=78.462,146.844,-89.479;VictimName=[F|H] SturmFlim13;VictimTeam=1;VictimPos=80.228,68.092,-72.800;VictimKit=JP_LMG_Limited;VictimVehicle=type95_hago;AttackerKit=UP_Engineer;AttackerVehicle=f4u1a_corsair;AttackerWeapon=f4u1a_corsair_RocketLauncher;Time=1515
EXIT PlayerName=[F|H] SturmFlim13;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=28.9;Time=1515
ENTER PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=type99_emp_bipod;Time=1522
SCORE ScoreDiff=-1;PlayerName=5|USMC pr0z4c;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-42.403,67.712,-95.106;Time=1522;Scoretype=teamVehicleDamages
SCORE ScoreDiff=-4;PlayerName=1|USMC KarlGeorg;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-123.585,68.040,184.666;Time=1525;Scoretype=TKs
KILL;AttackerName=1|USMC KarlGeorg;AttackerTeam=2;AttackerPos=-123.585,68.040,184.666;VictimName= [F|H]Papillon;VictimTeam=2;VictimPos=-27.566,69.856,-24.898;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=UP_Scout;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=1525
ENTER PlayerName=2IG|15 GABBOTTO;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=1526
EXIT PlayerName=2IG|15 papa@FH2;PlayerTeam=1;VehicleName=type99_emp_bipod;VehicleTime=5.2;Time=1527
SCORE ScoreDiff=1;PlayerName=2IG|15 BamBam_55;PlayerTeam=1;PlayerKit=UP_Engineer;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-35.918,68.277,-101.606;Time=1527;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=9.130,68.604,-99.686;Time=1527;Scoretype=Unknown
KILL;AttackerName=2IG|15 BamBam_55;AttackerTeam=1;AttackerPos=-35.918,68.277,-101.606;VictimName=1[1MD] HochuDeutschmeis;VictimTeam=2;VictimPos=-37.046,68.277,-101.684;VictimKit=UP_Engineer;VictimVehicle=up_cpl;AttackerKit=UP_Engineer;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=m1carbine;Time=1527
ENTER PlayerName=2IG|15 The_Spine;PlayerTeam=1;VehicleName=75mmdp;Time=1527
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-36.003,68.731,-82.823;Time=1529;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=11.454,68.683,-98.743;Time=1529;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-36.003,68.731,-82.823;VictimName=5|USMC RedYuri;VictimTeam=2;VictimPos=-39.232,68.368,-100.274;VictimKit=UP_LMG_Limited;VictimVehicle=up_pvt;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1529
SCORE ScoreDiff=1;PlayerName=24[2IG [24th][2IG]~Goda;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=9.952,68.567,-94.850;Time=1533;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=16.214,67.920,-98.624;Time=1533;Scoretype=Unknown
KILL;AttackerName=24[2IG [24th][2IG]~Goda;AttackerTeam=1;AttackerPos=9.952,68.567,-94.850;VictimName=5|USMC Tutvys;VictimTeam=2;VictimPos=9.936,68.350,-88.641;VictimKit=UP_Engineer;VictimVehicle=up_cpl;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1533
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=m3a1_stuart_pacific;PlayerPos=22.272,67.979,-98.523;Time=1534;Scoretype=kills
